season,date,gid,phase,away,home,away_1p,home_1p,total_1p,u25,ft,et_hour,dow,weekend,away_rest,home_rest,away_r5,home_r5,away_r15_n,home_r15_n,away_r15,home_r15,comb_r5_pct,comb_r15_pct,home_venue_r10,away_road_r10,env_1p_goals,env_1p_sog,env_1p_xg,h2h_last_u25,away_goalie,home_goalie,away_goalie_cls,home_goalie_cls,goalie_pair,total_line,espn_total,espn_books,espn_span
2024,2024-10-19,2024020081,reg,MTL,NYI,1,2,3,0,7,19.0,5,1,2,2,3,,5,4,3,3,,,,,2.05,19.6,1.8919,,primeau,varlamov,,,,,6.5,1,0.0
2024,2024-10-19,2024020082,reg,VAN,PHI,1,0,1,1,3,19.0,5,1,2,2,,,4,4,3,3,,,,,2.375,20.5,2.1041,1,lankinen,ersson,,,,,6.5,1,0.0
2024,2024-10-19,2024020083,reg,MIN,CBJ,1,0,1,1,4,19.0,5,1,4,2,,,4,4,4,3,,,,,1.375,16.62,1.2517,1,gustavsson,tarasov,,,,,6.5,1,0.0
2024,2024-10-19,2024020084,reg,CAR,STL,1,0,1,1,7,19.0,5,1,1,2,,3,3,5,3,3,,,,,1.2,16.04,1.8085,,kochetkov,hofer,,,,,5.5,1,0.0
2024,2024-10-19,2024020085,reg,BUF,CHI,2,0,2,1,6,20.0,5,1,2,2,3,5,6,5,4,5,80.0,,,,1.616,16.19,1.5665,,luukkonen,soderblom,,,,,6.5,1,0.0
2024,2024-10-19,2024020086,reg,BOS,UTA,0,0,0,1,3,21.0,5,1,3,3,1,4,5,5,1,4,50.0,,,,2.5,17.0,2.0442,,swayman,ingram,,,,,6.5,1,0.0
2024,2024-10-19,2024020087,reg,CGY,SEA,1,0,1,1,3,22.0,5,1,4,2,,3,4,5,3,3,,,,,2.35,20.75,1.8394,,vladar,daccord,,,,,6.5,1,0.0
2024,2024-10-20,2024020088,reg,PIT,WPG,0,0,0,1,9,15.0,6,1,2,2,3,,6,4,3,3,,,,,2.375,18.12,1.7591,,nedeljkovic,comrie,,,,,6.5,1,0.0
2024,2024-10-20,2024020089,reg,COL,SJS,2,1,3,0,5,20.0,6,1,2,2,1,3,5,5,1,3,40.0,,,,2.5,21.8,2.1109,,annunen,vanecek,,,,,6.5,1,0.0
2024,2024-10-20,2024020090,reg,LAK,ANA,0,0,0,1,5,20.0,6,1,3,2,3,,5,4,3,3,,,,60.0,1.675,19.23,1.9876,,rittich,dostal,,,,,6.5,1,0.0
2024,2024-10-21,2024020091,reg,TBL,TOR,1,1,2,1,7,19.5,0,0,2,2,,3,4,5,3,3,,,,,2.0,19.2,1.8706,,vasilevskiy,stolarz,,,,,6.5,1,0.0
2024,2024-10-22,2024020092,reg,WSH,PHI,2,0,2,1,5,18.0,1,0,3,3,,4,4,5,2,4,,,,,2.25,20.85,1.7583,,lindgren,ersson,,,,,5.5,1,0.0
2024,2024-10-22,2024020093,reg,MIN,FLA,2,0,2,1,6,18.5,1,0,3,3,5,3,5,7,5,4,80.0,,,,1.743,18.55,1.6119,,gustavsson,bobrovsky,,,,,5.5,1,0.0
2024,2024-10-22,2024020094,reg,TBL,NJD,1,1,2,1,13,18.75,1,0,1,3,4,3,5,8,4,5,70.0,,,,1.812,18.07,1.798,,johansson,allen,,,,,6.5,1,0.0
2024,2024-10-22,2024020095,reg,DAL,BUF,0,0,0,1,6,19.0,1,0,3,3,5,3,6,7,6,5,80.0,,,,1.262,16.69,1.5243,,oettinger,luukkonen,,,,,5.5,1,0.0
2024,2024-10-22,2024020096,reg,NYR,MTL,4,1,5,0,9,19.25,1,0,3,3,4,2,5,6,4,3,60.0,,,,2.333,19.52,2.0903,,shesterkin,montembeault,,,,,6.5,1,0.0
2024,2024-10-22,2024020097,reg,TOR,CBJ,0,3,3,0,8,19.5,1,0,1,3,3,4,6,5,4,4,70.0,,,,1.7,18.7,1.6214,,hildeby,tarasov,,,,,6.5,1,0.0
2024,2024-10-22,2024020098,reg,DET,NYI,1,0,1,1,1,19.75,1,0,3,3,5,3,5,5,5,3,80.0,,,,1.7,20.0,1.8744,,lyon,sorokin,,,,,6.5,1,0.0
2024,2024-10-22,2024020099,reg,WPG,STL,0,1,1,1,5,20.0,1,0,2,3,4,3,5,6,4,4,70.0,,,,1.567,18.06,1.6998,,hellebuyck,binnington,,,,,5.5,1,0.0
2024,2024-10-22,2024020100,reg,VAN,CHI,4,2,6,0,9,20.25,1,0,3,3,4,5,5,6,4,6,90.0,,,,1.85,17.79,1.7505,,lankinen,mrazek,,,,,5.5,1,0.0
2024,2024-10-22,2024020101,reg,BOS,NSH,0,1,1,1,4,20.75,1,0,3,3,2,4,6,5,2,4,60.0,,,,2.233,20.0,1.7957,,swayman,saros,,,,,5.5,1,0.0
2024,2024-10-22,2024020102,reg,PIT,CGY,0,1,1,1,7,21.5,1,0,2,3,3,4,7,5,4,4,70.0,,,,2.171,19.07,1.976,,nedeljkovic,wolf,,,,,6.5,1,0.0
2024,2024-10-22,2024020103,reg,CAR,EDM,0,1,1,1,5,21.0,1,0,3,3,,5,4,6,4,6,,,,,1.167,17.21,1.5567,,andersen,skinner,,,,,6.5,1,0.0
2024,2024-10-22,2024020104,reg,OTT,UTA,4,0,4,0,4,21.25,1,0,3,3,4,4,5,6,4,5,80.0,,,,1.65,15.93,1.621,,forsberg,ingram,,,,,6.5,1,0.0
2024,2024-10-22,2024020105,reg,SJS,ANA,0,0,0,1,4,22.25,1,0,2,2,3,4,6,5,3,4,66.7,,,,1.783,19.45,2.0617,1,blackwood,dostal,,,,,5.5,1,0.0
2024,2024-10-22,2024020106,reg,COL,SEA,1,0,1,1,5,20.5,1,0,2,3,1,3,6,6,1,4,40.0,,,,2.5,20.75,1.9737,,annunen,grubauer,,,,,6.5,1,0.0
2024,2024-10-22,2024020107,reg,LAK,VGK,0,3,3,0,7,23.0,1,0,2,3,3,3,6,6,4,3,60.0,,,66.7,2.0,17.66,1.7629,,rittich,samsonov,,,,,5.5,1,0.0
2024,2024-10-23,2024020108,reg,PHI,WSH,0,1,1,1,9,19.5,2,0,1,1,4,3,6,5,5,3,66.7,,,,2.2,20.71,1.7073,1,fedotov,thompson,,,,,6.5,1,0.0
2024,2024-10-24,2024020109,reg,DAL,BOS,1,1,2,1,7,19.0,3,0,2,2,5,3,7,7,7,3,80.0,,,,1.5,17.79,1.679,,desmith,swayman,,,,,5.5,1,0.0
2024,2024-10-24,2024020110,reg,STL,TOR,2,0,2,1,6,19.0,3,0,2,2,4,3,7,7,5,4,70.0,,,,1.714,19.57,1.8407,,binnington,woll,,,,,6.5,1,0.0
2024,2024-10-24,2024020111,reg,NJD,DET,1,2,3,0,8,19.0,3,0,2,2,4,5,9,6,6,6,90.0,,,,1.583,19.41,1.7401,,markstrom,talbot,,,,,6.5,1,0.0
2024,2024-10-24,2024020112,reg,MIN,TBL,1,0,1,1,6,19.0,3,0,2,2,5,4,6,6,6,5,90.0,,,,1.667,17.66,1.7782,,fleury,vasilevskiy,,,,,6.5,1,0.0
2024,2024-10-24,2024020113,reg,FLA,NYR,2,1,3,0,4,19.0,3,0,2,2,4,4,8,6,5,4,80.0,,,,2.375,19.5,1.9999,,bobrovsky,shesterkin,,,,,5.5,1,0.0
2024,2024-10-24,2024020114,reg,CAR,CGY,1,0,1,1,6,21.0,3,0,2,2,5,5,5,6,5,5,100.0,,,,1.5,18.81,2.0156,,kochetkov,vladar,,,,,6.5,1,0.0
2024,2024-10-24,2024020115,reg,COL,UTA,2,0,2,1,6,21.0,3,0,2,2,2,3,7,7,2,5,50.0,,,,2.285,18.21,2.0326,,annunen,vejmelka,,,,,6.5,1,0.0
2024,2024-10-24,2024020116,reg,WPG,SEA,0,1,1,1,7,22.0,3,0,2,2,4,3,6,7,5,5,70.0,,,,1.762,18.48,1.7287,,hellebuyck,daccord,,,,,5.5,1,0.0
2024,2024-10-24,2024020117,reg,SJS,LAK,0,3,3,0,5,22.5,3,0,2,2,3,2,7,7,4,4,50.0,,,,1.714,19.43,1.8798,,blackwood,rittich,,,,,5.5,1,0.0
2024,2024-10-25,2024020118,reg,OTT,VGK,3,2,5,0,10,18.0,4,0,3,3,3,3,6,7,4,3,60.0,,,,2.441,18.32,1.859,,ullmark,hill,,,,,6.5,1,0.0
2024,2024-10-25,2024020119,reg,NYI,NJD,2,1,3,0,7,19.0,4,0,3,1,3,3,6,10,4,6,60.0,,60.0,,1.734,18.6,1.8212,,sorokin,allen,,backup,,,6.5,1,0.0
2024,2024-10-25,2024020120,reg,NSH,CHI,0,1,1,1,5,20.5,4,0,3,3,4,4,6,7,5,6,80.0,,,,1.905,19.31,1.6673,,saros,mrazek,,,,,6.5,1,0.0
2024,2024-10-25,2024020121,reg,PIT,EDM,0,0,0,1,4,21.0,4,0,3,3,3,5,8,7,5,7,80.0,,100.0,80.0,1.643,19.02,1.8432,,blomqvist,skinner,,,,,6.5,1,0.0
2024,2024-10-26,2024020122,reg,DET,BUF,1,2,3,0,8,13.0,5,1,2,4,4,3,7,8,6,6,70.0,,,,1.669,18.88,1.7338,,lyon,luukkonen,,,,,6.5,1,0.0
2024,2024-10-26,2024020123,reg,MIN,PHI,0,2,2,1,12,13.0,5,1,2,3,5,4,7,7,7,6,90.0,,,100.0,1.571,18.43,1.5068,,gustavsson,ersson,,,,,5.5,1,0.0
2024,2024-10-26,2024020124,reg,UTA,LAK,0,0,0,1,5,16.0,5,1,2,2,3,2,8,8,6,4,50.0,,,,1.812,17.12,1.9058,,ingram,kuemper,,,,,5.5,1,0.0
2024,2024-10-26,2024020125,reg,TOR,BOS,0,0,0,1,7,19.0,5,1,2,2,3,3,8,8,5,4,60.0,,,,2.25,20.44,1.9783,,stolarz,swayman,,,,,5.5,1,0.0
2024,2024-10-26,2024020126,reg,STL,MTL,0,1,1,1,7,19.0,5,1,2,4,5,2,8,7,6,3,70.0,,60.0,,2.188,19.34,2.0646,,binnington,montembeault,,,,,5.5,1,0.0
2024,2024-10-26,2024020127,reg,WSH,TBL,0,0,0,1,3,19.0,5,1,3,2,4,4,6,7,4,6,80.0,,,,2.012,18.06,1.667,,lindgren,vasilevskiy,,,,,6.5,1,0.0
2024,2024-10-26,2024020128,reg,ANA,NYR,0,0,0,1,3,19.0,5,1,4,2,4,3,6,7,5,4,70.0,,,,1.869,19.59,2.2151,,dostal,quick,,,,,6.5,1,0.0
2024,2024-10-26,2024020129,reg,WPG,CGY,2,1,3,0,8,19.0,5,1,2,2,4,5,7,7,6,6,90.0,,,,1.714,18.93,1.8502,,comrie,wolf,,,,,6.5,1,0.0
2024,2024-10-26,2024020130,reg,FLA,NYI,1,3,4,0,9,19.5,5,1,2,1,4,2,9,7,5,4,60.0,,,40.0,2.095,18.55,1.8405,,knight,varlamov,,,,,5.5,1,0.0
2024,2024-10-26,2024020131,reg,CBJ,NSH,0,0,0,1,7,20.0,5,1,4,1,3,4,6,7,4,6,70.0,,80.0,,1.619,19.37,1.6141,,tarasov,wedgewood,,,,,6.5,1,0.0
2024,2024-10-26,2024020132,reg,CHI,DAL,0,1,1,1,6,20.0,5,1,1,2,4,5,8,8,7,8,90.0,,,,1.375,17.5,1.6524,,mrazek,oettinger,,,,,6.5,1,0.0
2024,2024-10-26,2024020133,reg,PIT,VAN,1,0,1,1,7,22.0,5,1,1,4,4,4,9,6,6,4,80.0,,,83.3,2.306,20.2,2.1029,,nedeljkovic,lankinen,,,,,6.5,1,0.0
2024,2024-10-26,2024020134,reg,SJS,VGK,0,3,3,0,10,22.0,5,1,2,1,2,2,8,8,4,3,40.0,,20.0,60.0,2.5,20.44,2.1021,,vanecek,samsonov,,,,,5.5,1,0.0
2024,2024-10-26,2024020135,reg,CAR,SEA,1,0,1,1,5,22.0,5,1,2,2,5,3,6,8,6,6,80.0,,80.0,,1.375,18.79,1.9255,,andersen,daccord,,,,,5.5,1,0.0
2024,2024-10-27,2024020136,reg,EDM,DET,0,1,1,1,5,18.0,6,1,2,1,5,3,8,8,8,6,80.0,,,,1.5,19.81,1.7949,,pickard,talbot,,,,,6.5,1,0.0
